date,open,high,low,close,volume
2024-01-01,140.0,140.0,140.0,140.0,0
2024-01-02,140.0,140.0,140.0,140.0,0
2024-01-03,140.0,140.0,140.0,140.0,0
2024-01-04,140.0,140.0,140.0,140.0,0
2024-01-07,140.0,140.0,140.0,140.0,0
2024-01-08,140.0,140.0,140.0,140.0,0
2024-01-09,140.0,140.0,140.0,140.0,0
2024-01-10,140.0,140.0,140.0,140.0,0
2024-01-11,140.0,140.0,140.0,140.0,0
2024-01-14,140.0,140.0,140.0,140.0,0
2024-01-16,140.0,140.0,140.0,140.0,0
2024-01-17,140.0,140.0,140.0,140.0,0
2024-01-18,140.0,140.0,140.0,140.0,0
2024-01-21,140.0,140.0,140.0,140.0,0
2024-01-22,140.0,140.0,140.0,140.0,0
2024-01-23,140.0,140.0,140.0,140.0,0
2024-01-24,140.0,140.0,140.0,140.0,0
2024-01-25,140.0,140.0,140.0,140.0,0
2024-01-28,140.0,140.0,140.0,140.0,0
2024-01-29,140.0,140.0,140.0,140.0,0
2024-01-30,140.0,140.0,140.0,140.0,0
2024-01-31,140.0,140.0,140.0,140.0,0
2024-02-01,140.0,140.0,140.0,140.0,0
2024-02-04,140.0,140.0,140.0,140.0,0
2024-02-05,140.0,140.0,140.0,140.0,0
2024-02-06,140.0,140.0,140.0,140.0,0
2024-02-07,140.0,140.0,140.0,140.0,0
2024-02-08,140.0,140.0,140.0,140.0,0
2024-02-11,140.0,140.0,140.0,140.0,0
2024-02-12,140.0,140.0,140.0,140.0,0
2024-02-13,140.0,140.0,140.0,140.0,0
2024-02-14,140.0,140.0,140.0,140.0,0
2024-02-15,140.0,140.0,140.0,140.0,0
2024-02-18,140.0,140.0,140.0,140.0,0
2024-02-20,140.0,140.0,140.0,140.0,0
2024-02-21,140.0,140.0,140.0,140.0,0
2024-02-22,140.0,140.0,140.0,140.0,0
2024-02-25,140.0,140.0,140.0,140.0,0
2024-02-26,140.0,140.0,140.0,140.0,0
2024-02-27,140.0,140.0,140.0,140.0,0
2024-02-28,140.0,140.0,140.0,140.0,0
2024-02-29,140.0,140.0,140.0,140.0,0
2024-03-03,140.0,140.0,140.0,140.0,0
2024-03-04,140.0,140.0,140.0,140.0,0
2024-03-05,140.0,140.0,140.0,140.0,0
2024-03-06,140.0,140.0,140.0,140.0,0
2024-03-07,140.0,140.0,140.0,140.0,0
2024-03-10,140.0,140.0,140.0,140.0,0
2024-03-12,140.0,140.0,140.0,140.0,0
2024-03-13,140.0,140.0,140.0,140.0,0
2024-03-14,140.0,140.0,140.0,140.0,0
2024-03-17,140.0,140.0,140.0,140.0,0
2024-03-18,140.0,140.0,140.0,140.0,0
2024-03-19,140.0,140.0,140.0,140.0,0
2024-03-20,140.0,140.0,140.0,140.0,0
2024-03-21,140.0,140.0,140.0,140.0,0
2024-03-25,140.0,140.0,140.0,140.0,0
2024-03-26,140.0,140.0,140.0,140.0,0
2024-03-27,140.0,140.0,140.0,140.0,0
2024-03-28,140.0,140.0,140.0,140.0,0
2024-03-31,140.0,140.0,140.0,140.0,0
2024-04-01,140.0,140.0,140.0,140.0,0
2024-04-02,140.0,140.0,140.0,140.0,0
2024-04-03,140.0,140.0,140.0,140.0,0
2024-04-04,140.0,140.0,140.0,140.0,0
2024-04-07,140.0,140.0,140.0,140.0,0
2024-04-09,140.0,140.0,140.0,140.0,0
2024-04-10,140.0,140.0,140.0,140.0,0
2024-04-14,140.0,140.0,140.0,140.0,0
2024-04-15,140.0,140.0,140.0,140.0,0
2024-04-16,140.0,140.0,140.0,140.0,0
2024-04-18,140.0,140.0,140.0,140.0,0
2024-04-21,140.0,140.0,140.0,140.0,0
2024-04-22,140.0,140.0,140.0,140.0,0
2024-04-24,140.0,140.0,140.0,140.0,0
2024-04-25,140.0,140.0,140.0,140.0,0
2024-04-28,140.0,140.0,140.0,140.0,0
2024-04-29,140.0,140.0,140.0,140.0,0
2024-04-30,140.0,140.0,140.0,140.0,0
2024-05-02,140.0,140.0,140.0,140.0,0
2024-05-05,140.0,140.0,140.0,140.0,0
2024-05-06,140.0,140.0,140.0,140.0,0
2024-05-07,140.0,140.0,140.0,140.0,0
2024-05-08,140.0,140.0,140.0,140.0,0
2024-05-09,140.0,140.0,140.0,140.0,0
2024-05-12,140.0,140.0,140.0,140.0,0
2024-05-13,140.0,140.0,140.0,140.0,0
2024-05-14,140.0,140.0,140.0,140.0,0
2024-05-15,140.0,140.0,140.0,140.0,0
2024-05-16,140.0,140.0,140.0,140.0,0
2024-05-19,140.0,140.0,140.0,140.0,0
2024-05-20,140.0,140.0,140.0,140.0,0
2024-05-21,140.0,140.0,140.0,140.0,0
2024-05-22,140.0,140.0,140.0,140.0,0
2024-05-26,140.0,140.0,140.0,140.0,0
2024-05-27,140.0,140.0,140.0,140.0,0
2024-05-29,140.0,140.0,140.0,140.0,0
2024-05-30,140.0,140.0,140.0,140.0,0
2024-06-02,140.0,140.0,140.0,140.0,0
2024-06-03,140.0,140.0,140.0,140.0,0
2024-06-04,140.0,140.0,140.0,140.0,0
2024-06-05,140.0,140.0,140.0,140.0,0
2024-06-06,140.0,140.0,140.0,140.0,0
2024-06-09,140.0,140.0,140.0,140.0,0
2024-06-10,140.0,140.0,140.0,140.0,0
2024-06-11,140.0,140.0,140.0,140.0,0
2024-06-12,140.0,140.0,140.0,140.0,0
2024-06-13,140.0,140.0,140.0,140.0,0
2024-06-16,140.0,140.0,140.0,140.0,0
2024-06-18,140.0,140.0,140.0,140.0,0
2024-06-19,140.0,140.0,140.0,140.0,0
2024-06-20,140.0,140.0,140.0,140.0,0
2024-06-23,140.0,140.0,140.0,140.0,0
2024-06-24,140.0,140.0,140.0,140.0,0
2024-06-25,140.0,140.0,140.0,140.0,0
2024-06-26,140.0,140.0,140.0,140.0,0
